TransactionID,Date,CustomerID,Amount,Category,PaymentMode,MerchantID,BranchID,Notes,Status,Location,DeviceID,Campaign,TaxAmount,DiscountAmount,is_refund,neg_non_refund,is_outlier
T121210,2025-08-01,C4368,4790.11,Health,Card,M190,B25,Promo applied,Completed,Mumbai,D8066,Festive Offer,441.69,13.79,False,False,False
T121211,2025-08-01,C2549,2459.11,Electronics,NetBanking,M294,B4,Discount applied,Completed,Delhi,D3744,Festive Offer,286.96,164.51,False,False,False
T121213,2025-08-01,C4530,1245.51,Health,UPI,M147,B27,,Completed,Kolkata,D8140,No Campaign,44.74,120.74,False,False,False
T121216,2025-08-01,C1703,3202.09,Health,Cash,M486,B29,Promo applied,Completed,Kolkata,D2704,Summer Sale,56.6,144.22,False,False,False
T121224,2025-08-01,C1078,1790.57,Clothing,NetBanking,M866,B38,Promo applied,Completed,Mumbai,D2614,Summer Sale,104.68,68.76,False,False,False
T121225,2025-08-01,C2298,3296.67,Electronics,UPI,M452,B22,,Completed,Mumbai,D6543,No Campaign,2.94,142.37,False,False,False
T121227,2025-08-01,C1673,1476.27,Groceries,Card,M271,B9,,Completed,Mumbai,D2607,Festive Offer,491.55,39.55,False,False,False
T121237,2025-08-01,C2016,4622.89,Groceries,Cash,M275,B33,,Completed,Mumbai,D5810,Summer Sale,230.87,0.98,False,False,False
T121239,2025-08-01,C1498,3127.97,Electronics,Cash,M517,B16,,Completed,Bangalore,D2476,Festive Offer,419.88,148.5,False,False,False
T121240,2025-08-01,C4473,3851.33,Clothing,NetBanking,M202,B41,,Completed,Chennai,D6113,Summer Sale,92.99,136.82,False,False,False
T121242,2025-08-01,C4149,2982.7,Clothing,NetBanking,M654,B46,Discount applied,Completed,Mumbai,D6868,No Campaign,115.31,89.87,False,False,False
T121246,2025-08-01,C3105,1470.22,Entertainment,UPI,M937,B22,Discount applied,Completed,Bangalore,D8608,Summer Sale,159.0,87.16,False,False,False
T121247,2025-08-01,C2553,1407.11,Health,UPI,M436,B4,,Completed,Mumbai,D8506,Summer Sale,390.06,61.32,False,False,False
T121249,2025-08-01,C2534,4604.07,Groceries,NetBanking,M163,B45,Promo applied,Completed,Bangalore,D9820,New Launch,255.9,93.09,False,False,False
T121250,2025-08-01,C4206,1161.63,Entertainment,NetBanking,M505,B7,,Completed,Bangalore,D4730,Summer Sale,142.41,297.9,False,False,False
T121252,2025-08-01,C4041,4999.79,Food,UPI,M995,B27,Discount applied,Completed,Mumbai,D5572,Summer Sale,208.09,225.03,False,False,False
T121265,2025-08-01,C3546,4027.2,Food,Card,M660,B41,,Completed,Kolkata,D9841,Festive Offer,495.72,258.73,False,False,False
T121266,2025-08-01,C4089,1935.85,Food,Cash,M588,B46,,Completed,Bangalore,D6411,New Launch,105.38,43.06,False,False,False
T121269,2025-08-01,C1293,1990.84,Health,NetBanking,M915,B40,,Completed,Delhi,D6322,Summer Sale,167.46,229.25,False,False,False
T121271,2025-08-01,C4543,850.97,Health,NetBanking,M904,B9,,Completed,Chennai,D1952,No Campaign,382.35,176.46,False,False,False
T121276,2025-08-01,C2143,4267.75,Health,Card,M118,B42,Promo applied,Completed,Chennai,D2960,Festive Offer,94.24,227.63,False,False,False
T121279,2025-08-01,C3113,4413.92,Food,Cash,M429,B25,Discount applied,Completed,Mumbai,D3722,Festive Offer,476.59,139.85,False,False,False
T121280,2025-08-01,C3188,90.71,Clothing,Card,M258,B16,Promo applied,Completed,Bangalore,D9220,Summer Sale,67.51,165.11,False,False,False
T121286,2025-08-01,C3717,4595.88,Groceries,Cash,M656,B21,,Completed,Delhi,D8256,Summer Sale,239.55,241.8,False,False,False
T121287,2025-08-01,C2970,3106.45,Entertainment,NetBanking,M673,B43,Promo applied,Completed,Delhi,D1260,Festive Offer,98.37,251.62,False,False,False
T121289,2025-08-01,C3903,616.64,Health,NetBanking,M952,B12,,Completed,Chennai,D4590,Festive Offer,159.17,179.8,False,False,False
T121290,2025-08-01,C3991,1060.5,Groceries,NetBanking,M118,B44,Promo applied,Completed,Kolkata,D3450,Festive Offer,324.21,21.63,False,False,False
T121292,2025-08-01,C4104,4438.13,Food,Card,M439,B26,,Completed,Mumbai,D1317,No Campaign,231.71,64.45,False,False,False
T121294,2025-08-01,C4824,3108.66,Clothing,NetBanking,M974,B2,Discount applied,Completed,Mumbai,D3921,Summer Sale,456.78,111.26,False,False,False
T121297,2025-08-01,C1849,4305.78,Food,Card,M479,B30,Promo applied,Completed,Kolkata,D9719,Summer Sale,285.86,297.61,False,False,False
T121300,2025-08-01,C2336,1586.81,Groceries,Cash,M860,B34,,Completed,Kolkata,D1804,Summer Sale,271.13,79.63,False,False,False
T121301,2025-08-01,C4986,1455.66,Groceries,Card,M917,B21,,Completed,Chennai,D4141,New Launch,209.17,169.4,False,False,False
T121303,2025-08-01,C3126,2455.54,Clothing,Cash,M988,B21,Promo applied,Completed,Kolkata,D1326,New Launch,206.85,79.25,False,False,False
T121305,2025-08-01,C3857,4085.27,Clothing,Card,M339,B25,,Completed,Chennai,D8888,Festive Offer,416.75,207.8,False,False,False
T121309,2025-08-01,C3307,1276.01,Electronics,Cash,M968,B39,,Completed,Bangalore,D8873,No Campaign,73.98,147.75,False,False,False
T121314,2025-08-01,C1619,2390.66,Groceries,Cash,M303,B24,,Completed,Delhi,D6594,New Launch,347.55,289.47,False,False,False
T121315,2025-08-01,C3902,1864.07,Electronics,UPI,M529,B8,,Completed,Chennai,D8342,New Launch,486.65,44.89,False,False,False
T121326,2025-08-01,C2304,1453.94,Clothing,NetBanking,M104,B2,Discount applied,Completed,Kolkata,D8491,Summer Sale,327.98,165.63,False,False,False
T121327,2025-08-01,C2534,1728.83,Health,Card,M271,B47,,Completed,Kolkata,D6674,New Launch,446.3,233.4,False,False,False
T121333,2025-08-01,C3569,2575.4,Electronics,Cash,M246,B5,Discount applied,Completed,Delhi,D1325,Summer Sale,170.26,205.0,False,False,False
T121343,2025-08-01,C4153,3807.44,Electronics,Card,M641,B40,Promo applied,Completed,Chennai,D4620,Summer Sale,376.26,23.79,False,False,False
T121348,2025-08-01,C1659,1664.9,Groceries,Cash,M372,B4,,Completed,Kolkata,D4531,Summer Sale,342.48,57.19,False,False,False
T121349,2025-08-01,C3224,4013.07,Entertainment,Cash,M491,B25,Promo applied,Completed,Mumbai,D6323,No Campaign,432.84,207.28,False,False,False
T121353,2025-08-01,C2129,2310.1,Clothing,Card,M811,B30,Discount applied,Completed,Chennai,D8425,Festive Offer,282.21,132.91,False,False,False
T121356,2025-08-01,C3274,380.77,Electronics,Card,M263,B27,Promo applied,Completed,Delhi,D2818,No Campaign,416.64,78.25,False,False,False
T121357,2025-08-01,C1370,2895.7,Electronics,Cash,M320,B2,Promo applied,Completed,Delhi,D2839,No Campaign,328.26,246.04,False,False,False
T121364,2025-08-01,C3471,130.41,Groceries,Card,M450,B41,Discount applied,Completed,Chennai,D5301,Summer Sale,97.19,297.8,False,False,False
T121371,2025-08-01,C3900,3255.0,Food,UPI,M373,B36,Discount applied,Completed,Delhi,D4916,New Launch,156.36,248.32,False,False,False
T121372,2025-08-01,C2925,1591.67,Clothing,NetBanking,M792,B20,,Completed,Mumbai,D1544,No Campaign,407.47,74.76,False,False,False
T121374,2025-08-01,C3799,4414.06,Health,NetBanking,M159,B30,Promo applied,Completed,Chennai,D2520,No Campaign,388.72,72.5,False,False,False
T121375,2025-08-01,C4177,726.02,Electronics,UPI,M808,B45,Promo applied,Completed,Delhi,D1737,Summer Sale,250.4,3.93,False,False,False
T121382,2025-08-01,C2544,4175.81,Entertainment,Cash,M288,B8,,Completed,Bangalore,D4300,New Launch,187.23,10.56,False,False,False
T121384,2025-08-01,C3646,4571.01,Groceries,Cash,M396,B37,Promo applied,Completed,Mumbai,D2118,Festive Offer,162.8,201.27,False,False,False
T121392,2025-08-01,C2530,4180.93,Clothing,Card,M182,B2,,Completed,Mumbai,D9889,No Campaign,171.44,254.8,False,False,False
T121397,2025-08-01,C2354,968.04,Health,Card,M531,B40,,Completed,Bangalore,D9655,Festive Offer,46.95,170.22,False,False,False
T121402,2025-08-01,C2247,212.98,Health,Cash,M767,B41,Promo applied,Completed,Kolkata,D6599,Summer Sale,240.95,118.44,False,False,False
T121404,2025-08-01,C2235,427.7,Clothing,UPI,M520,B8,Discount applied,Completed,Delhi,D9157,New Launch,420.17,28.62,False,False,False
T121409,2025-08-01,C4931,4633.27,Health,Card,M287,B15,,Completed,Chennai,D8508,No Campaign,126.88,35.54,False,False,False
T121412,2025-08-01,C4780,282.38,Entertainment,Cash,M600,B14,,Completed,Bangalore,D4762,Summer Sale,287.11,241.78,False,False,False
T121415,2025-08-01,C4949,3943.5,Entertainment,Cash,M538,B41,Discount applied,Completed,Kolkata,D2713,Summer Sale,219.04,248.23,False,False,False
T121417,2025-08-01,C2251,3731.43,Electronics,Cash,M358,B17,,Completed,Kolkata,D8580,Summer Sale,265.51,272.09,False,False,False
T121419,2025-08-01,C1529,4542.3,Electronics,UPI,M681,B36,Promo applied,Completed,Kolkata,D9905,New Launch,238.57,269.66,False,False,False
T121421,2025-08-01,C2266,686.32,Groceries,Cash,M352,B16,Promo applied,Completed,Bangalore,D6213,New Launch,351.4,220.58,False,False,False
T121424,2025-08-01,C2473,2452.17,Groceries,NetBanking,M418,B24,,Completed,Bangalore,D6637,New Launch,207.85,224.59,False,False,False
T121430,2025-08-01,C3335,536.6,Health,NetBanking,M631,B13,Discount applied,Completed,Mumbai,D5862,New Launch,382.21,247.89,False,False,False
T121435,2025-08-01,C3742,3832.36,Health,UPI,M172,B1,Discount applied,Completed,Chennai,D6829,New Launch,497.9,35.07,False,False,False
T121438,2025-08-01,C1469,4576.29,Food,NetBanking,M697,B44,Discount applied,Completed,Bangalore,D3423,Summer Sale,427.56,281.78,False,False,False
T121442,2025-08-01,C2962,1343.34,Entertainment,Cash,M362,B28,Discount applied,Completed,Chennai,D6813,Summer Sale,227.82,155.13,False,False,False
T121443,2025-08-01,C1466,4238.58,Clothing,UPI,M710,B12,,Completed,Kolkata,D7840,Festive Offer,484.44,36.24,False,False,False
T121445,2025-08-01,C3467,1756.59,Health,Cash,M930,B1,Promo applied,Completed,Chennai,D9364,New Launch,475.47,245.18,False,False,False
T121452,2025-08-01,C2955,1257.42,Entertainment,Cash,M218,B43,,Completed,Mumbai,D5715,Festive Offer,415.44,238.19,False,False,False
T121454,2025-08-01,C3381,3955.26,Food,Card,M880,B48,,Completed,Bangalore,D1943,No Campaign,326.67,212.89,False,False,False
T121457,2025-08-01,C4397,2681.46,Health,NetBanking,M331,B28,Promo applied,Completed,Kolkata,D5377,Summer Sale,455.63,47.7,False,False,False
T121461,2025-08-01,C1831,3312.78,Entertainment,Card,M216,B20,,Completed,Delhi,D1019,Summer Sale,156.77,15.66,False,False,False
T121462,2025-08-01,C1843,2545.73,Groceries,Cash,M897,B27,,Completed,Chennai,D6429,Summer Sale,454.83,103.87,False,False,False
T121469,2025-08-01,C3846,3928.7,Groceries,Card,M960,B9,,Completed,Mumbai,D3304,No Campaign,307.76,234.73,False,False,False
T121470,2025-08-01,C2690,4070.86,Entertainment,Cash,M625,B37,Promo applied,Completed,Chennai,D3960,Summer Sale,464.36,198.33,False,False,False
T121472,2025-08-01,C2432,2018.68,Clothing,Cash,M547,B10,Discount applied,Completed,Delhi,D9758,Festive Offer,188.34,224.62,False,False,False
T121480,2025-08-01,C1782,4070.79,Clothing,Cash,M937,B40,Discount applied,Completed,Bangalore,D6246,No Campaign,364.5,25.97,False,False,False
T121483,2025-08-01,C4688,778.21,Food,NetBanking,M776,B6,Promo applied,Completed,Bangalore,D7896,New Launch,429.5,120.31,False,False,False
T121491,2025-08-01,C4154,537.25,Groceries,UPI,M502,B35,,Completed,Kolkata,D7482,Festive Offer,4.51,63.73,False,False,False
T121492,2025-08-01,C2830,579.11,Clothing,NetBanking,M563,B16,,Completed,Chennai,D6709,No Campaign,45.64,280.02,False,False,False
T121495,2025-08-01,C2336,3543.5,Food,UPI,M838,B24,,Completed,Chennai,D4398,New Launch,165.58,88.44,False,False,False
T121499,2025-08-01,C2426,920.26,Entertainment,NetBanking,M982,B47,,Completed,Chennai,D8763,New Launch,444.09,69.97,False,False,False
T121500,2025-08-01,C3686,150.79,Clothing,Cash,M198,B5,,Completed,Mumbai,D7958,Festive Offer,319.41,125.41,False,False,False
T121503,2025-08-01,C1842,4013.26,Health,UPI,M722,B35,Promo applied,Completed,Delhi,D2755,No Campaign,487.06,116.71,False,False,False
T121505,2025-08-01,C4593,3075.97,Health,NetBanking,M695,B10,Discount applied,Completed,Mumbai,D2764,Summer Sale,402.29,275.03,False,False,False
T121508,2025-08-01,C1578,3514.26,Entertainment,NetBanking,M329,B32,Discount applied,Completed,Chennai,D9009,Summer Sale,496.44,188.04,False,False,False
T121513,2025-08-01,C1618,3127.09,Groceries,UPI,M506,B14,,Completed,Chennai,D8262,Festive Offer,97.64,220.58,False,False,False
T121514,2025-08-01,C2683,490.71,Health,UPI,M168,B30,Promo applied,Completed,Chennai,D4814,No Campaign,338.26,100.3,False,False,False
T121522,2025-08-01,C4849,4234.29,Entertainment,NetBanking,M242,B30,,Completed,Chennai,D3698,No Campaign,63.61,132.5,False,False,False
T121525,2025-08-01,C2277,4542.61,Electronics,Card,M469,B40,Promo applied,Completed,Mumbai,D7660,No Campaign,124.9,285.54,False,False,False
T121527,2025-08-01,C1540,3534.82,Clothing,Cash,M689,B38,,Completed,Bangalore,D5897,Summer Sale,130.23,254.1,False,False,False
T121528,2025-08-01,C4423,708.66,Food,Cash,M339,B2,Discount applied,Completed,Chennai,D8337,Summer Sale,126.79,174.61,False,False,False
T121529,2025-08-01,C2535,3395.07,Food,Card,M392,B26,Discount applied,Completed,Kolkata,D3854,Festive Offer,369.06,121.68,False,False,False
T121532,2025-08-01,C4630,1625.79,Groceries,NetBanking,M172,B32,,Completed,Delhi,D3401,No Campaign,415.19,14.78,False,False,False
T121533,2025-08-01,C1150,2334.58,Groceries,Cash,M744,B12,Discount applied,Completed,Mumbai,D4329,No Campaign,293.0,272.13,False,False,False
T121537,2025-08-01,C3691,1923.04,Health,Cash,M837,B44,,Completed,Bangalore,D2757,New Launch,62.85,207.94,False,False,False
T121541,2025-08-01,C4412,3699.04,Clothing,NetBanking,M811,B13,Promo applied,Completed,Mumbai,D2232,No Campaign,134.83,277.22,False,False,False
T121553,2025-08-01,C2598,4817.7,Electronics,NetBanking,M415,B41,Promo applied,Completed,Kolkata,D2515,Summer Sale,455.13,43.96,False,False,False
T121557,2025-08-01,C4692,4109.17,Clothing,NetBanking,M709,B7,Promo applied,Completed,Bangalore,D9179,No Campaign,236.63,99.15,False,False,False
T121561,2025-08-01,C4989,1997.05,Entertainment,NetBanking,M904,B18,Discount applied,Completed,Chennai,D6736,Festive Offer,341.84,59.51,False,False,False
T121564,2025-08-01,C2421,3208.32,Groceries,Cash,M305,B26,Discount applied,Completed,Chennai,D5322,No Campaign,73.22,180.23,False,False,False
T121566,2025-08-01,C2821,1521.12,Clothing,Cash,M662,B16,Discount applied,Completed,Kolkata,D7311,New Launch,431.84,213.91,False,False,False
T121571,2025-08-01,C3010,3813.28,Groceries,Cash,M362,B40,,Completed,Chennai,D6943,Summer Sale,185.96,267.79,False,False,False
T121581,2025-08-01,C3721,2638.95,Entertainment,NetBanking,M723,B19,Promo applied,Completed,Kolkata,D2312,Festive Offer,45.28,68.74,False,False,False
T121582,2025-08-01,C1806,3674.17,Electronics,Cash,M147,B20,Promo applied,Completed,Kolkata,D1187,Summer Sale,396.72,217.29,False,False,False
T121589,2025-08-01,C3382,2558.1,Entertainment,Cash,M583,B32,,Completed,Kolkata,D8051,Festive Offer,379.06,45.12,False,False,False
T121590,2025-08-01,C4231,950.37,Electronics,UPI,M653,B44,,Completed,Mumbai,D4919,No Campaign,498.54,292.49,False,False,False
T121593,2025-08-01,C4601,4558.64,Food,UPI,M674,B38,,Completed,Kolkata,D7569,Festive Offer,492.47,44.58,False,False,False
T121596,2025-08-01,C3399,1036.8,Food,Card,M958,B41,,Completed,Chennai,D7946,Festive Offer,496.09,143.93,False,False,False
T121597,2025-08-01,C2568,3707.76,Electronics,UPI,M252,B35,,Completed,Mumbai,D9903,Summer Sale,416.89,189.53,False,False,False
T121598,2025-08-01,C2796,3538.85,Health,UPI,M326,B2,Promo applied,Completed,Chennai,D3763,Festive Offer,327.37,288.47,False,False,False
T121616,2025-08-01,C2765,959.81,Entertainment,Card,M380,B46,,Completed,Kolkata,D5160,Summer Sale,363.97,173.75,False,False,False
T121618,2025-08-01,C2813,4348.41,Groceries,Cash,M166,B20,Discount applied,Completed,Mumbai,D3187,Summer Sale,124.72,246.55,False,False,False
T121630,2025-08-01,C1218,68.53,Entertainment,UPI,M783,B16,,Completed,Chennai,D4769,No Campaign,443.49,260.66,False,False,False
T121631,2025-08-01,C4696,1960.04,Groceries,NetBanking,M445,B18,,Completed,Mumbai,D2013,Festive Offer,245.28,24.79,False,False,False
T121637,2025-08-01,C4289,4247.18,Food,UPI,M455,B41,,Completed,Mumbai,D1802,Summer Sale,231.29,14.48,False,False,False
T121642,2025-08-01,C1289,477.53,Electronics,Cash,M351,B21,Discount applied,Completed,Chennai,D7756,New Launch,369.44,180.79,False,False,False
T121650,2025-08-01,C1958,4517.48,Electronics,NetBanking,M973,B42,,Completed,Kolkata,D4332,New Launch,364.53,107.06,False,False,False
T121652,2025-08-01,C4980,4668.3,Health,UPI,M286,B19,Discount applied,Completed,Chennai,D5108,Festive Offer,330.28,35.98,False,False,False
T121653,2025-08-01,C2230,3899.64,Food,NetBanking,M225,B49,Discount applied,Completed,Mumbai,D6159,No Campaign,150.89,188.92,False,False,False
T121654,2025-08-01,C3733,1960.29,Groceries,Cash,M674,B34,Promo applied,Completed,Kolkata,D9150,Summer Sale,326.97,163.63,False,False,False
T121656,2025-08-01,C2288,105.68,Food,Card,M892,B36,,Completed,Bangalore,D9224,Festive Offer,275.89,196.95,False,False,False
T121658,2025-08-01,C4829,3529.71,Clothing,Cash,M625,B24,,Completed,Bangalore,D8143,Festive Offer,375.42,200.42,False,False,False
T121666,2025-08-01,C1022,1218.38,Electronics,Cash,M722,B24,,Completed,Mumbai,D5261,New Launch,124.31,201.89,False,False,False
T121669,2025-08-01,C2004,4622.24,Food,UPI,M149,B46,Discount applied,Completed,Mumbai,D3779,No Campaign,384.54,217.09,False,False,False
T121670,2025-08-01,C3950,2557.16,Electronics,UPI,M235,B5,,Completed,Mumbai,D8931,Festive Offer,316.43,46.72,False,False,False
T121671,2025-08-01,C2896,1405.41,Health,Card,M893,B47,Discount applied,Completed,Kolkata,D6175,Summer Sale,82.87,217.94,False,False,False
T121674,2025-08-01,C2165,1107.67,Entertainment,NetBanking,M880,B9,,Completed,Bangalore,D6896,Summer Sale,456.14,38.42,False,False,False
T121675,2025-08-01,C1813,2357.4,Groceries,UPI,M892,B41,Promo applied,Completed,Bangalore,D4324,Festive Offer,287.26,154.59,False,False,False
T121676,2025-08-01,C1654,4463.92,Clothing,UPI,M288,B31,,Completed,Chennai,D9876,Summer Sale,151.73,184.98,False,False,False
T121680,2025-08-01,C4571,1702.89,Health,NetBanking,M959,B46,Promo applied,Completed,Bangalore,D2828,New Launch,3.54,33.72,False,False,False
T121681,2025-08-01,C4693,4812.44,Health,UPI,M918,B48,,Completed,Bangalore,D8672,No Campaign,425.16,136.73,False,False,False
T121682,2025-08-01,C1007,1351.91,Electronics,Cash,M243,B2,,Completed,Chennai,D7179,Summer Sale,193.64,2.92,False,False,False
T121685,2025-08-01,C2714,4960.96,Food,NetBanking,M982,B7,Promo applied,Completed,Kolkata,D9988,No Campaign,74.66,269.16,False,False,False
T121687,2025-08-01,C4139,4089.64,Electronics,Cash,M136,B35,Promo applied,Completed,Delhi,D8723,Summer Sale,325.52,267.24,False,False,False
T121688,2025-08-01,C4789,795.14,Groceries,Cash,M608,B18,Promo applied,Completed,Delhi,D6954,New Launch,219.98,68.97,False,False,False
T121691,2025-08-01,C1517,2184.0,Entertainment,UPI,M634,B47,Discount applied,Completed,Mumbai,D2259,New Launch,460.8,64.8,False,False,False
T121694,2025-08-01,C4102,2054.63,Groceries,NetBanking,M421,B31,,Completed,Mumbai,D3428,Summer Sale,348.2,273.16,False,False,False
T121707,2025-08-01,C3938,4787.16,Health,UPI,M101,B11,,Completed,Bangalore,D3374,No Campaign,244.54,83.13,False,False,False
T121708,2025-08-01,C1905,3126.68,Electronics,Card,M449,B14,,Completed,Mumbai,D2020,Festive Offer,124.01,98.44,False,False,False
T121711,2025-08-01,C1964,2820.07,Entertainment,NetBanking,M201,B12,,Completed,Bangalore,D6910,New Launch,114.24,11.57,False,False,False
T121712,2025-08-01,C3187,2723.85,Food,NetBanking,M516,B44,Promo applied,Completed,Chennai,D9592,New Launch,292.54,291.01,False,False,False
T121713,2025-08-01,C2976,3800.44,Clothing,NetBanking,M227,B35,,Completed,Bangalore,D2660,New Launch,107.52,241.01,False,False,False
T121720,2025-08-01,C3447,4517.15,Entertainment,Card,M259,B45,Discount applied,Completed,Chennai,D2064,No Campaign,198.13,283.61,False,False,False
T121735,2025-08-01,C3429,3434.53,Groceries,UPI,M894,B28,Discount applied,Completed,Chennai,D5688,Summer Sale,175.25,13.42,False,False,False
T121736,2025-08-01,C3292,1504.05,Electronics,Card,M342,B20,,Completed,Bangalore,D2566,Festive Offer,62.49,164.26,False,False,False
T121748,2025-08-01,C2354,4210.52,Electronics,NetBanking,M306,B14,Discount applied,Completed,Delhi,D5385,Festive Offer,154.77,34.6,False,False,False
T121752,2025-08-01,C2029,2655.47,Food,Card,M865,B17,Discount applied,Completed,Bangalore,D4597,No Campaign,402.9,119.99,False,False,False
T121756,2025-08-01,C1404,1132.19,Health,Card,M975,B21,Promo applied,Completed,Chennai,D4287,Festive Offer,184.95,6.39,False,False,False
T121759,2025-08-01,C4550,1349.69,Groceries,NetBanking,M186,B20,,Completed,Delhi,D1613,No Campaign,88.74,254.07,False,False,False
T121763,2025-08-01,C1009,1047.73,Entertainment,Card,M627,B12,Promo applied,Completed,Bangalore,D3776,Festive Offer,404.9,72.85,False,False,False
T121764,2025-08-01,C2110,3204.4,Food,Cash,M955,B28,Discount applied,Completed,Kolkata,D9948,Festive Offer,457.09,202.19,False,False,False
T121769,2025-08-01,C1624,4309.22,Electronics,Cash,M250,B32,Discount applied,Completed,Kolkata,D1803,No Campaign,450.82,231.82,False,False,False
T121774,2025-08-01,C2078,4063.45,Clothing,NetBanking,M594,B13,Discount applied,Completed,Chennai,D5299,Summer Sale,315.5,61.01,False,False,False
T121778,2025-08-01,C2128,3704.44,Clothing,UPI,M305,B1,Discount applied,Completed,Kolkata,D5200,No Campaign,375.36,3.08,False,False,False
T121790,2025-08-01,C1046,2747.07,Food,Cash,M170,B38,Promo applied,Completed,Delhi,D1357,Summer Sale,128.7,10.61,False,False,False
T121791,2025-08-01,C1625,4619.53,Entertainment,Card,M997,B39,,Completed,Kolkata,D3933,Festive Offer,212.74,299.07,False,False,False
T121797,2025-08-01,C3972,108.52,Electronics,NetBanking,M170,B46,,Completed,Bangalore,D3293,New Launch,129.96,294.41,False,False,False
T121798,2025-08-01,C1753,4671.79,Food,UPI,M439,B45,Discount applied,Completed,Mumbai,D5302,Summer Sale,424.87,225.43,False,False,False
T121806,2025-08-01,C2133,4199.85,Clothing,UPI,M548,B41,Promo applied,Completed,Kolkata,D8493,No Campaign,473.62,188.91,False,False,False
T121809,2025-08-01,C3911,3325.8,Health,Card,M244,B31,Promo applied,Completed,Bangalore,D6417,Festive Offer,478.75,281.09,False,False,False
T121814,2025-08-01,C2677,4942.99,Entertainment,Cash,M601,B49,,Completed,Kolkata,D3117,New Launch,154.44,189.41,False,False,False
T121819,2025-08-01,C4183,2666.32,Groceries,Card,M481,B30,,Completed,Bangalore,D6011,New Launch,134.76,73.1,False,False,False
T121829,2025-08-01,C3541,4793.29,Health,UPI,M690,B18,,Completed,Kolkata,D2287,Festive Offer,145.32,219.15,False,False,False
T121830,2025-08-01,C2257,1967.1,Entertainment,Cash,M200,B40,Discount applied,Completed,Mumbai,D9957,New Launch,410.47,197.47,False,False,False
T121832,2025-08-01,C3291,2768.84,Clothing,Card,M495,B11,Promo applied,Completed,Mumbai,D5143,Festive Offer,368.63,45.16,False,False,False
T121838,2025-08-01,C1892,4768.0,Electronics,Card,M672,B38,,Completed,Delhi,D1740,Summer Sale,168.04,132.17,False,False,False
T121840,2025-08-01,C1238,853.67,Health,UPI,M729,B21,,Completed,Mumbai,D7124,Festive Offer,148.23,9.5,False,False,False
T121851,2025-08-01,C2415,823.34,Food,Card,M576,B32,Promo applied,Completed,Kolkata,D7289,No Campaign,360.89,108.01,False,False,False
T121852,2025-08-01,C3258,4471.36,Groceries,UPI,M593,B29,,Completed,Mumbai,D1863,No Campaign,160.92,44.51,False,False,False
T121860,2025-08-01,C2657,3013.24,Food,UPI,M801,B41,Promo applied,Completed,Bangalore,D6700,No Campaign,83.55,163.39,False,False,False
T121861,2025-08-01,C3041,2698.91,Food,UPI,M725,B4,Discount applied,Completed,Kolkata,D2649,No Campaign,222.87,95.02,False,False,False
T121863,2025-08-01,C1619,546.76,Groceries,Cash,M571,B40,Discount applied,Completed,Bangalore,D8064,Summer Sale,470.26,135.99,False,False,False
T121864,2025-08-01,C3351,4847.43,Health,UPI,M563,B13,Promo applied,Completed,Delhi,D7922,New Launch,437.39,8.66,False,False,False
T121865,2025-08-01,C1131,881.28,Groceries,UPI,M646,B6,,Completed,Kolkata,D7757,Summer Sale,438.02,298.73,False,False,False
T121871,2025-08-01,C3094,3238.46,Electronics,Card,M305,B35,,Completed,Mumbai,D6319,No Campaign,261.76,144.96,False,False,False
T121876,2025-08-01,C1689,3671.54,Entertainment,Card,M378,B4,Discount applied,Completed,Kolkata,D5185,New Launch,419.12,292.44,False,False,False
T121877,2025-08-01,C2047,185.34,Food,UPI,M700,B23,,Completed,Delhi,D3849,Summer Sale,394.02,247.75,False,False,False
T121880,2025-08-01,C1339,110.75,Electronics,Cash,M655,B13,,Completed,Chennai,D5619,Festive Offer,195.71,3.67,False,False,False
T121882,2025-08-01,C2996,1414.14,Groceries,Cash,M390,B9,Promo applied,Completed,Kolkata,D5202,Festive Offer,79.33,145.15,False,False,False
T121888,2025-08-01,C1429,512.8,Food,Cash,M337,B8,,Completed,Chennai,D5442,Festive Offer,248.94,211.08,False,False,False
T121889,2025-08-01,C2604,135.7,Entertainment,NetBanking,M615,B29,,Completed,Bangalore,D3571,Festive Offer,238.86,252.25,False,False,False
T121891,2025-08-01,C4781,2955.99,Food,UPI,M179,B26,Discount applied,Completed,Kolkata,D4732,Summer Sale,347.7,266.48,False,False,False
T121892,2025-08-01,C1602,3355.06,Electronics,UPI,M751,B11,Discount applied,Completed,Chennai,D5216,No Campaign,382.11,238.51,False,False,False
T121899,2025-08-01,C1309,1930.44,Entertainment,Cash,M220,B27,Promo applied,Completed,Kolkata,D7702,Festive Offer,446.5,116.79,False,False,False
T121900,2025-08-01,C3996,1322.39,Food,Card,M642,B44,Discount applied,Completed,Chennai,D7671,No Campaign,400.63,70.3,False,False,False
T121902,2025-08-01,C2811,2841.4,Groceries,Card,M784,B29,,Completed,Delhi,D1733,Summer Sale,399.78,102.67,False,False,False
T121908,2025-08-01,C1662,1211.21,Entertainment,UPI,M812,B19,Promo applied,Completed,Kolkata,D8843,New Launch,40.95,289.47,False,False,False
T121910,2025-08-01,C1922,4773.38,Health,Cash,M547,B44,Promo applied,Completed,Delhi,D5191,New Launch,249.41,267.98,False,False,False
T121912,2025-08-01,C4856,4771.57,Food,NetBanking,M283,B33,,Completed,Bangalore,D8421,Summer Sale,378.64,243.92,False,False,False
